Filename,Gaming,Main Category,Subcategory,Success
13.2.4_A.txt,Gaming,C,C.1,Failure
05.2.3_C.txt,Gaming,B,B.1,Failure
13.2.3_A.txt,Gaming,C,C.1,Failure
03.2.3_C.txt,Gaming,A,A.3,Failure
13.2.3_B.txt,Gaming,C,C.1,Failure
02.3.5_A.txt,Gaming,A,A.2,No
11.3.2_B.txt,Genuine,,,,
05.1.5_B.txt,Gaming,B,B.1,No
13.2.3_C.txt,Gaming,C,C.1,Success
03.2.4_A.txt,Gaming,A,A.3,Failure
11.2.3_A.txt,Gaming,B,B.7,Failure
03.2.4_C.txt,Gaming,B,B.7,Success
13.2.4_C.txt,Gaming,C,1,Failure
03.2.2_B.txt,Gaming,B,B.7,Failure
11.2.3_B.txt,Gaming,B,B.4,Failure
03.2.2_A.txt,Gaming,A,A.3,Failure
14.2.3_B.txt,Gaming,B,B.7,No
03.3.4_B.txt,Genuine,,,,
11.3.4_B.txt,Genuine,,,,
03.3.2_A.txt,Genuine,,,,
13.3.4_B.txt,Gaming,C,C.1,Success
03.3.2_B.txt,Genuine,"","",""
13.2.2_B.txt,Gaming,C,C.1,No
06.4.3_A.txt,Gaming,B,B.2,Failure
13.2.2_A.txt,Yes,C,C.1,No
03.2.2_C.txt,Gaming,B,B.1,Failure
13.2.5_A.txt,Gaming,C,C.1,Failure
03.2.5_C.txt,Gaming,A,A.3,Failure
11.3.4_A.txt,Gaming,B,B.7,No
13.3.4_A.txt,Gaming,C,C.1,Failure
03.2.5_B.txt,Gaming,A,A.3,Yes
11.3.4_C.txt,Genuine,,,,
03.2.5_A.txt,Gaming,A,A.3,Failure
02.2.3_A.txt,Genuine,,,,
14.2.3_A.txt,Gaming,C,C.2,Failure
11.3.2_A.txt,Gaming,B,B.7,Failure
03.3.2_C.txt,Gaming,A,A.3,Failure
03.3.3_B.txt,Gaming,A,A.3,Failure
13.3.2_B.txt,Gaming,C,C.1,Success
05.3.3_A.txt,Gaming,B,B.1,Success
13.3.4_C.txt,Gaming,C,C.1,Failure
05.2.3_A.txt,Gaming,B,B.1,Success
13.2.2_C.txt,Gaming,C,C.1,Success
03.3.4_C.txt,Genuine,,,,
13.3.2_C.txt,Gaming,C,C.1,Failure
05.1.2_A.txt,Gaming,B,B.1,Failure
13.3.3_B.txt,Gaming,C,C.1,Success
03.3.4_A.txt,Gaming,A,A.1,Failure
17.3_B.txt,Genuine,,,,
03.3.3_A.txt,Genuine,,,,
13.3.3_C.txt,Gaming,C,C.1,Failure
03.2.1_B.txt,Gaming,B,B.7,Failure
13.3.3_A.txt,Gaming,C,C.1,No
05.2.2_B.txt,Gaming,B,B.1,Failure
11.3.3_B.txt,Gaming,B,B.7,Failure
03.2.1_C.txt,Gaming,A,A.3,Yes
13.2.5_B.txt,Gaming,C,C.1,Failure
05.3.2_C.txt,Genuine,,,,
10.3.3_C.txt,Yes,B,B.6,No
06.1.1_C.txt,Gaming,B,B.2,No
13.3.2_A.txt,Gaming,C,C.1,Failure
03.3.3_C.txt,Genuine,,,,
13.3.5_B.txt,Gaming,C,C.1,Failure
03.3.1_B.txt,Gaming,A,A.3,Failure
13.2.1_B.txt,Gaming,C,C.1,Failure
03.3.1_A.txt,Genuine,,,,
10.4.3_B.txt,Gaming,B,B.6,Failure
03.3.1_C.txt,Gaming,A,A.3,Failure
14.3.2_B.txt,Gaming,B,B.7,Failure
05.2.2_A.txt,Gaming,B,B.1,Failure
14.2.3_C.txt,Yes,C,C.2,No
03.4.3_B.txt,Gaming,A,A.3,Failure
14.3.4_B.txt,Gaming,B,B.7,Failure
03.4.3_C.txt,Gaming,A,A.3,Failure
13.4.3_B.txt,Yes,C,C.1,No
02.3.2_A.txt,Gaming,A,A.2,Failure
13.3.5_A.txt,Gaming,C,C.1,Failure
02.3.4_A.txt,Gaming,A,A.2,Failure
17.4_B.txt,Yes,B,B.2,Yes
03.4.3_A.txt,Gaming,A,A.3,Failure
13.2.5_C.txt,Gaming,C,C.1,Failure
03.3.5_B.txt,Genuine,,,
11.3.3_A.txt,Gaming,B,B.7,Failure
03.3.5_C.txt,Gaming,A,A.1,Failure
14.2.4_C.txt,Gaming,B,B.7,Success
05.3.5_A.txt,Genuine,,,,
11.3.3_C.txt,Gaming,B,B.7,Failure
02.3.2_B.txt,Gaming,B,B.1,Success
11.3.2_C.txt,Gaming,B,B.7,Failure
03.4.2_B.txt,Gaming,A,A.3,Failure
11.2.4_B.txt,Gaming,B,B.7,Failure
02.3.2_C.txt,Gaming,B,B.1,Failure
14.3.3_B.txt,Gaming,B,B.7,Failure
03.2.1_A.txt,Gaming,B,B.7,Failure
11.3.5_B.txt,Gaming,B,B.4,Failure
02.3.4_C.txt,Yes,A,A.2,No
13.4.3_A.txt,Gaming,C,C.1,Failure
02.2.3_B.txt,Gaming,A,A.2,Failure
11.2.4_A.txt,Gaming,B,B.7,Failure
02.3.5_B.txt,Genuine,"","",""
13.2.1_A.txt,Gaming,C,C.1,Failure
03.4.2_C.txt,Gaming,A,A.3,Failure
10.3.2_C.txt,Gaming,B,B.6,Success
03.4.2_A.txt,Gaming,A,A.3,No
13.4.3_C.txt,Gaming,C,C.1,No
02.3.3_B.txt,Gaming,A,A.2,Failure
13.3.5_C.txt,Gaming,C,C.1,Yes
07.1.5_B.txt,Gaming,B,B.4,Success
13.4.2_B.txt,Gaming,C,C.1,Failure
03.3.5_A.txt,Yes,A,A.1,No
13.4.4_B.txt,Gaming,C,C.1,Failure
03.4.4_B.txt,Gaming,A,A.3,Failure
14.3.3_A.txt,Gaming,C,C.2,Failure
05.2.4_B.txt,Gaming,B,B.1,Failure
14.3.4_C.txt,Gaming,C,C.2,Failure
02.2.3_C.txt,Gaming,A,A.2,Success
10.4.3_C.txt,Gaming,B,B.6,No
03.1.4_B.txt,Gaming,A,A.3,Failure
10.3.5_B.txt,Gaming,B,B.6,Failure
06.2.5_C.txt,Gaming,B,B.2,Failure
14.3.4_A.txt,Gaming,B,7,Failure
01.2.3_A.txt,Gaming,A,A.1,Failure
05.2.4_C.txt,Gaming,B,B.1,Success
14.3.2_A.txt,Yes,B,B.7,No
02.3.3_A.txt,Gaming,A,A.2,Success
11.3.1_B.txt,Genuine,,,,
11.2.2_A.txt,Gaming,B,B.7,Failure
02.3.3_C.txt,Gaming,B,B.3,Yes
17.4_C.txt,Genuine,,,,
03.4.4_A.txt,Gaming,A,A.1,Failure
11.2.2_B.txt,Gaming,B,B.7,Failure
05.3.3_C.txt,Genuine,,,,
05.2.4_A.txt,Gaming,B,B.1,Failure
14.2.2_B.txt,Gaming,C,C.2,Success
02.2.4_B.txt,Gaming,A,A.2,Failure
11.2.2_C.txt,Gaming,B,B.7,Failure
02.3.5_C.txt,Gaming,A,A.2,Failure
14.4.2_B.txt,Gaming,B,B.7,Failure
02.2.4_C.txt,Gaming,A,A.2,Yes
14.2.4_A.txt,Gaming,C,C.2,Failure
14.3.1_B.txt,Gaming,B,B.7,Failure
05.3.1_B.txt,Gaming,B,B.1,Failure
10.2.4_B.txt,Gaming,B,B.6,Failure
02.2.5_B.txt,Gaming,A,A.2,Success
10.3.5_A.txt,Gaming,B,B.6,Failure
01.3.5_C.txt,Yes,A,A.1,No
13.4.2_A.txt,Gaming,C,C.1,Failure
05.3.1_C.txt,Genuine,"","",""
13.3.1_B.txt,Gaming,C,C.1,Failure
02.2.4_A.txt,Gaming,A,A.2,Failure
14.2.1_B.txt,Gaming,B,B.7,Failure
03.4.4_C.txt,Gaming,A,A.3,Failure
13.4.4_A.txt,Gaming,C,C.1,Failure
05.2.2_C.txt,Yes,B,B.1,No
11.4.3_B.txt,Gaming,A,A.3,No
05.2.5_B.txt,Gaming,B,B.1,Failure
11.3.5_A.txt,Genuine,,,,
03.4.5_B.txt,Gaming,A,A.3,Failure
17.3_C.txt,Genuine,,,,
02.2.5_A.txt,Gaming,A,A.2,Failure
14.2.4_B.txt,Gaming,C,C.2,Failure
03.4.5_C.txt,Gaming,A,A.1,Failure
14.3.3_C.txt,Gaming,B,B.7,Failure
03.4.5_A.txt,Gaming,A,A.3,Failure
11.2.5_B.txt,Gaming,B,B.7,Failure
03.1.4_C.txt,Gaming,A,A.3,Failure
13.4.5_B.txt,Gaming,C,C.1,Failure
01.3.1_B.txt,Gaming,A,A.1,Failure
13.4.2_C.txt,Gaming,C,C.1,Success
05.2.5_A.txt,Gaming,B,B.1,Failure
14.2.2_A.txt,Gaming,A,A.1,Failure
03.1.4_A.txt,Gaming,A,A.3,Failure
11.2.4_C.txt,Gaming,B,B.7,Failure
01.3.5_B.txt,Genuine,,,
14.2.2_C.txt,Gaming,C,C.2,Failure
06.2.5_A.txt,Gaming,B,B.2,Failure
13.1.4_C.txt,Gaming,C,C.1,Failure
02.4.3_B.txt,Gaming,A,A.2,Failure
14.3.2_C.txt,Gaming,B,B.7,Failure
05.4.3_B.txt,Gaming,B,B.1,Failure
13.3.1_A.txt,Gaming,C,C.1,Failure
05.2.5_C.txt,Gaming,B,B.1,Yes
14.3.5_B.txt,Gaming,B,B.7,Failure
05.4.3_A.txt,Gaming,B,B.1,Failure
14.2.5_B.txt,Yes,C,C.2,No
03.1.2_B.txt,Gaming,A,A.1,No
11.2.5_A.txt,Gaming,B,B.7,Failure
01.3.3_B.txt,Genuine,,,,
06.3.5_B.txt,Genuine,,,,
14.2.1_A.txt,Gaming,A,A.1,Failure
03.1.2_C.txt,Yes,A,A.3,No
13.1.4_A.txt,Gaming,C,C.1,Failure
03.1.2_A.txt,Gaming,A,A.1,Failure
13.1.3_B.txt,Gaming,C,C.1,Success
03.4.1_B.txt,Gaming,A,A.3,No
10.4.3_A.txt,Gaming,B,B.6,Failure
03.4.1_A.txt,Gaming,A,A.3,Failure
11.4.3_A.txt,Gaming,B,B.7,Failure
05.4.3_C.txt,Yes,B,1,No
09.4.2_B.txt,Gaming,B,B.5,Success
02.3.1_B.txt,Gaming,A,A.2,Failure
10.3.5_C.txt,Gaming,B,B.6,Failure
02.1.5_B.txt,Yes,A,A.2,No
14.1.5_B.txt,Yes,C,C.2,No
05.4.2_B.txt,Gaming,B,B.1,Failure
14.4.3_B.txt,Gaming,C,C.2,Failure
03.1.3_B.txt,Gaming,A,A.3,Failure
14.3.5_A.txt,Gaming,B,B.7,Failure
05.4.2_A.txt,Gaming,B,B.1,Failure
14.3.1_A.txt,Gaming,B,B.7,Failure
05.4.4_B.txt,Gaming,B,B.1,Failure
14.4.3_A.txt,Gaming,B,B.7,Failure
02.2.5_C.txt,Gaming,A,A.2,Failure
11.3.1_A.txt,Gaming,B,B.7,Failure
05.3.1_A.txt,Gaming,B,B.1,Failure
14.1.3_C.txt,Gaming,B,B.7,Failure
02.3.1_C.txt,Gaming,A,A.2,No
11.4.3_C.txt,Gaming,B,B.7,Failure
02.3.1_A.txt,Gaming,A,A.2,Failure
05.3.5_C.txt,Genuine,,,,
17.3_A.txt,Genuine,,,
11.2.1_B.txt,Gaming,B,B.7,Failure
02.4.3_C.txt,Gaming,A,A.2,Failure
13.4.1_B.txt,Gaming,C,C.1,Failure
05.4.4_C.txt,Gaming,B,B.1,Failure
10.3.1_B.txt,Gaming,B,B.6,Failure
06.4.3_B.txt,Gaming,B,B.2,Success
14.4.3_C.txt,Gaming,C,C.2,Failure
03.1.3_A.txt,Gaming,A,A.3,Failure
13.1.3_A.txt,Gaming,C,C.1,Failure
06.3.1_A.txt,Genuine,"","",""
10.4.4_B.txt,Gaming,B,B.6,No
05.2.1_A.txt,Gaming,B,B.1,Success
13.1.3_C.txt,Gaming,C,C.1,No
02.4.3_A.txt,Yes,A,A.2,No
17.2_B.txt,Genuine,"","",""
05.4.2_C.txt,Yes,B,B.1,No
14.4.4_B.txt,Gaming,C,C.2,Failure
05.4.5_B.txt,Gaming,B,B.1,Success
11.2.1_C.txt,Gaming,A,A.3,Failure
10.2.4_A.txt,Genuine,,,,
06.1.3_B.txt,Gaming,B,B.2,Failure
10.4.4_A.txt,Gaming,B,B.6,Failure
03.1.3_C.txt,Gaming,A,A.3,Failure
14.1.3_B.txt,Gaming,B,B.7,Failure
03.4.1_C.txt,Gaming,A,A.3,Failure
13.4.5_A.txt,Gaming,C,C.1,Failure
05.2.1_B.txt,Gaming,B,B.1,No
10.2.4_C.txt,Gaming,B,B.6,Failure
02.4.4_B.txt,Gaming,A,A.2,Failure
14.4.4_A.txt,Gaming,C,C.2,Failure
02.4.4_A.txt,Gaming,A,A.2,Failure
17.4_A.txt,Genuine,,,,
05.4.5_A.txt,Gaming,B,B.1,Failure
13.1.4_B.txt,Gaming,C,C.1,Failure
05.1.3_B.txt,Gaming,B,B.1,Success
14.1.3_A.txt,Gaming,C,C.2,Failure
06.2.1_B.txt,Gaming,B,B.2,Yes
10.3.1_C.txt,Gaming,B,B.6,Failure
02.2.2_B.txt,Gaming,A,A.2,Failure
11.2.5_C.txt,Gaming,B,B.7,Failure
06.4.3_C.txt,Gaming,B,B.2,Failure
11.4.2_B.txt,Gaming,B,B.7,Failure
06.3.5_A.txt,Genuine,"","",""
13.4.4_C.txt,Gaming,C,C.1,No
02.2.2_A.txt,Gaming,A,A.2,Failure
11.4.4_B.txt,Gaming,B,B.7,Failure
02.2.2_C.txt,Gaming,A,A.2,Success
14.2.5_A.txt,Gaming,C,C.2,Failure
02.4.2_A.txt,Gaming,A,A.2,Failure
11.4.4_C.txt,Gaming,B,B.7,Failure
02.4.2_B.txt,Yes,A,A.2,No
11.4.2_A.txt,Gaming,B,B.7,Failure
01.3.3_A.txt,Gaming,A,A.1,Failure
09.4.3_B.txt,Gaming,B,B.5,No
05.1.3_A.txt,Gaming,B,B.1,Success
14.1.4_B.txt,Gaming,B,B.7,Failure
05.1.3_C.txt,Gaming,B,B.1,Success
14.1.4_A.txt,Gaming,C,C.2,Failure
06.4.4_B.txt,Gaming,B,B.2,Failure
11.1.4_B.txt,Gaming,B,B.7,Failure
01.3.3_C.txt,Yes,A,A.1,No
13.1.2_C.txt,Gaming,C,C.1,Failure
06.4.2_B.txt,Gaming,B,B.2,Failure
13.1.2_A.txt,Gaming,C,C.1,Failure
02.4.2_C.txt,Gaming,A,A.2,Failure
11.3.5_C.txt,Gaming,B,B.7,Success
02.4.4_C.txt,Gaming,A,A.2,Failure
10.2.2_B.txt,Gaming,B,B.6,Success
06.1.4_B.txt,Gaming,B,B.2,Failure
10.2.2_A.txt,Gaming,B,B.6,Failure
02.2.1_C.txt,Gaming,A,A.2,Failure
13.1.2_B.txt,Gaming,C,C.1,Success
13.4.5_C.txt,Gaming,C,C.1,Failure
05.4.4_A.txt,Gaming,B,B.1,Failure
14.4.2_A.txt,Gaming,B,B.7,No
06.4.2_C.txt,Gaming,B,B.2,Failure
13.1.5_B.txt,Gaming,C,C.1,Failure
06.4.4_C.txt,Gaming,B,B.2,No
11.1.3_A.txt,Gaming,B,B.7,Failure
06.3.5_C.txt,Genuine,,,,
10.4.2_B.txt,Gaming,B,B.6,Failure
02.4.5_B.txt,Gaming,A,A.2,Failure
11.1.3_B.txt,Gaming,B,B.7,Failure
05.2.1_C.txt,Gaming,B,B.1,Failure
11.1.4_A.txt,Gaming,B,B.7,Failure
06.4.2_A.txt,Yes,B,B.2,No
11.4.4_A.txt,Gaming,B,B.7,Failure
02.1.3_B.txt,Gaming,A,A.2,Failure
10.2.2_C.txt,Gaming,B,B.6,Success
06.4.4_A.txt,Gaming,B,B.2,Failure
06.1.3_C.txt,Gaming,B,B.2,Failure
11.1.3_C.txt,Yes,B,B.7,No
06.1.3_A.txt,Gaming,B,B.2,Success
10.2.5_B.txt,Gaming,B,B.6,Failure
06.4.5_B.txt,Gaming,B,B.2,Success
14.1.2_B.txt,Gaming,B,B.7,Failure
11.1.4_C.txt,Gaming,B,B.7,Failure
05.4.1_B.txt,Gaming,B,B.1,Failure
05.1.4_B.txt,Gaming,B,B.1,Failure
11.2.1_A.txt,Gaming,B,B.7,Failure
17.5_B.txt,Genuine,,,,
05.1.4_A.txt,Yes,B,B.1,No
17.2_A.txt,Gaming,B,B.1,Success
02.2.1_A.txt,Gaming,A,A.2,No
13.4.1_A.txt,Gaming,C,C.1,Failure
08.2.5_A.txt,Yes,B,B.4,No
14.3.5_C.txt,Yes,C,C.2,No
02.4.5_A.txt,Gaming,A,A.2,Failure
10.2.5_A.txt,Genuine,,,,
07.4.2_C.txt,Gaming,B,B.3,Failure
06.2.1_A.txt,Gaming,B,B.1,Failure
16.4_B.txt,Genuine,,,,
05.1.4_C.txt,Gaming,B,B.1,Failure
17.1_B.txt,Genuine,,,,
14.1.4_C.txt,Yes,B,B.7,No
06.1.4_A.txt,Gaming,B,B.2,Failure
18.3_B.txt,Genuine,,,,
06.1.4_C.txt,Gaming,B,B.2,Failure
06.4.1_B.txt,Gaming,B,B.2,Success
10.3.1_A.txt,Gaming,B,B.6,Failure
06.2.1_C.txt,Gaming,B,B.2,Failure
18.3_A.txt,Genuine,,,
16.3_B.txt,Gaming,B,B.1,Success
05.1.2_B.txt,Gaming,B,B.1,No
18.3_C.txt,Genuine,,,
05.1.2_C.txt,Gaming,B,B.1,Failure
14.1.2_A.txt,Gaming,C,C.2,Failure
07.1.4_C.txt,Gaming,B,B.4,Failure
16.3_C.txt,Genuine,"","",""
02.2.1_B.txt,Gaming,A,A.2,No
11.1.5_B.txt,Gaming,B,B.7,Failure
06.1.2_B.txt,Gaming,B,B.2,Failure
11.1.2_B.txt,Gaming,B,B.7,Failure
02.4.5_C.txt,Gaming,A,A.2,Failure
16.3_A.txt,Genuine,,,
07.1.5_C.txt,Yes,B,B.4,No
10.4.2_A.txt,Gaming,B,B.6,Failure
02.1.3_A.txt,Gaming,A,A.2,Failure
10.4.2_C.txt,Gaming,B,B.6,Failure
02.1.3_C.txt,Gaming,A,A.2,Failure
13.1.5_A.txt,Yes,C,C.1,No
06.4.5_A.txt,Gaming,B,B.2,Failure
11.4.2_C.txt,Gaming,B,B.7,Failure
03.1.5_B.txt,Yes,A,A.3,No
14.4.2_C.txt,Gaming,A,A.3,Failure
02.1.4_B.txt,Gaming,A,A.2,Failure
14.1.2_C.txt,Gaming,C,C.2,Failure
03.1.5_A.txt,Gaming,A,A.3,Failure
11.1.2_A.txt,Gaming,B,B.7,Failure
07.4.2_A.txt,Gaming,A,A.1,Failure
14.1.5_C.txt,Yes,C,C.2,No
03.1.1_B.txt,Gaming,A,3,Failure
14.1.5_A.txt,Gaming,B,B.7,Failure
07.1.5_A.txt,Gaming,B,B.3,Failure
10.4.5_B.txt,Gaming,B,B.6,Failure
05.4.5_C.txt,Gaming,B,B.1,Failure
14.4.5_B.txt,Gaming,B,B.7,Failure
07.4.2_B.txt,Genuine,,,,
13.2.1_C.txt,Gaming,C,C.1,Failure
07.4.5_B.txt,Yes,B,B.4,No
14.4.5_A.txt,Gaming,C,C.2,Failure
07.4.5_A.txt,Gaming,B,B.3,Failure
14.4.1_B.txt,Gaming,C,2,Failure
10.2.5_C.txt,Gaming,B,B.6,Success
06.1.2_A.txt,Gaming,B,B.2,Failure
14.2.5_C.txt,Gaming,C,C.2,Success
02.1.4_A.txt,Gaming,A,A.2,Failure
10.4.4_C.txt,Yes,B,B.6,No
07.1.2_B.txt,Gaming,B,B.3,Failure
14.4.1_C.txt,Gaming,C,C.2,Failure
02.4.1_B.txt,Gaming,A,A.2,Failure
02.1.4_C.txt,Yes,A,A.2,No
17.5_C.txt,Genuine,,,,
06.4.5_C.txt,Gaming,B,B.2,Failure
11.1.2_C.txt,Gaming,B,B.7,Failure
06.1.2_C.txt,Gaming,B,B.2,Failure
10.4.5_A.txt,Gaming,B,B.6,Failure
10.2.1_B.txt,Gaming,B,B.6,Failure
07.4.5_C.txt,Gaming,B,B.4,Failure
16.2_B.txt,Genuine,,,,
06.4.1_C.txt,Gaming,B,B.2,No
10.4.5_C.txt,Gaming,B,B.6,Failure
08.1.4_B.txt,Gaming,B,B.6,Failure
10.1.3_B.txt,Yes,B,B.6,No
08.1.3_A.txt,Gaming,B,B.4,No
10.2.1_A.txt,Yes,B,B.6,No
06.4.1_A.txt,Gaming,B,B.2,Yes
10.4.1_B.txt,Gaming,B,6,Failure
07.1.2_C.txt,Gaming,B,B.3,Failure
10.1.3_A.txt,Gaming,B,B.6,Failure
08.4.3_B.txt,Gaming,B,B.4,Failure
14.4.1_A.txt,Gaming,C,C.2,Failure
08.4.4_B.txt,Gaming,B,B.4,Failure
10.4.1_A.txt,Yes,B,B.6,No
05.1.5_A.txt,Gaming,B,B.1,Failure
13.4.1_C.txt,Gaming,C,C.1,Failure
02.1.5_A.txt,Gaming,A,A.2,Success
14.4.4_C.txt,Gaming,B,B.7,Failure
05.1.1_B.txt,Gaming,B,B.1,Success
10.1.4_B.txt,Gaming,B,B.6,Failure
02.1.2_B.txt,Gaming,A,A.2,Failure
14.2.1_C.txt,Gaming,B,B.7,Yes
02.1.2_A.txt,Gaming,A,A.2,Failure
