Filename,Gaming,Main Category,Subcategory,Success
02.2.1_A,Yes,Direct,Demanding,No
02.2.2_A,Yes,Direct,Demanding,No
02.2.3_A,No,,,
02.2.4_A,Yes,Direct,Demanding,No
02.2.5_A,Yes,Direct,Demanding,No
02.2.1_B,Yes,Direct,Demanding,No
02.2.2_B,Yes,Direct,Demanding,No
02.2.3_B,Yes,Direct,Demanding,No
02.2.4_B,Yes,Direct,Demanding,No
02.2.5_B,Yes,Direct,Demanding,Yes
02.2.1_C,Yes,Direct,Demanding,No
02.2.2_C,Yes,Direct,Demanding,Yes
02.2.3_C,Yes,Direct,Demanding,Yes
02.2.4_C,Yes,Direct,Demanding,Yes
02.2.5_C,Yes,Direct,Demanding,No
02.3.1_A,Yes,Direct,Demanding,No
02.3.2_A,Yes,Direct,Demanding,No
02.3.3_A,Yes,Direct,Demanding,Yes
02.3.4_A,Yes,Direct,Demanding,No
02.3.5_A,Yes,Direct,Demanding,No
02.3.1_B,Yes,Direct,Demanding,No
02.3.2_B,Yes,Leading,Verify,Yes
02.3.3_B,Yes,Direct,Demanding,No
02.3.4_B,Yes,Direct,Demanding,No
02.3.5_B,No,,,
02.3.1_C,Yes,Direct,Demanding,No
02.3.2_C,Yes,Leading,Verify,No
02.3.3_C,Yes,Leading,Unwilling,Yes
02.3.4_C,Yes,Direct,Demanding,No
02.3.5_C,Yes,Direct,Demanding,No
02.4.1_A,Yes,Direct,Demanding,No
02.4.2_A,Yes,Direct,Demanding,No
02.4.3_A,Yes,Direct,Demanding,No
02.4.4_A,Yes,Direct,Demanding,No
02.4.5_A,Yes,Direct,Demanding,No
02.4.1_B,Yes,Direct,Demanding,No
02.4.2_B,Yes,Direct,Demanding,No
02.4.3_B,Yes,Direct,Demanding,No
02.4.4_B,Yes,Direct,Demanding,No
02.4.5_B,Yes,Direct,Demanding,No
02.4.1_C,Yes,Direct,Demanding,No
02.4.2_C,Yes,Direct,Demanding,No
02.4.3_C,Yes,Direct,Demanding,No
02.4.4_C,Yes,Direct,Demanding,No
02.4.5_C,Yes,Direct,Demanding,No
03.1.1_A,Yes,Direct,Polite,No
03.1.2_A,Yes,Direct,Polite,No
03.1.3_A,Yes,Direct,Begging,No
03.1.4_A,Yes,Direct,Begging,No
03.1.5_A,Yes,Direct,Begging,No
03.1.1_B,Yes,Direct,Begging,No
03.1.2_B,Yes,Direct,Polite,No
03.1.3_B,Yes,Direct,Begging,No
03.1.4_B,Yes,Direct,Begging,No
03.1.5_B,Yes,Direct,Begging,No
03.1.1_C,Yes,Direct,Polite,No
03.1.2_C,Yes,Direct,Begging,No
03.1.3_C,Yes,Direct,Begging,No
03.1.4_C,Yes,Direct,Begging,No
03.1.5_C,Yes,Direct,Begging,No
03.2.1_A,Yes,Leading,Emotion,No
03.2.2_A,Yes,Direct,Begging,No
03.2.3_A,Yes,Leading,Emotion,No
03.2.4_A,Yes,Direct,Begging,No
03.2.5_A,Yes,Direct,Begging,No
03.2.1_B,Yes,Leading,Emotion,No
03.2.2_B,Yes,Leading,Emotion,No
03.2.3_B,Yes,Leading,Emotion,No
03.2.4_B,Yes,Leading,Verify,No
03.2.5_B,Yes,Direct,Begging,Yes
03.2.1_C,Yes,Direct,Begging,Yes
03.2.2_C,Yes,Leading,Verify,No
03.2.3_C,Yes,Direct,Begging,No
03.2.4_C,Yes,Leading,Emotion,Yes
03.2.5_C,Yes,Direct,Begging,No
03.3.1_A,No,,,
03.3.2_A,No,,,
03.3.3_A,No,,,
03.3.4_A,Yes,Direct,Polite,No
03.3.5_A,Yes,Direct,Polite,No
03.3.1_B,Yes,Direct,Begging,No
03.3.2_B,No,,,
03.3.3_B,Yes,Direct,Begging,No
03.3.4_B,No,,,
03.3.5_B,No,,,
03.3.1_C,Yes,Direct,Begging,No
03.3.2_C,Yes,Direct,Begging,No
03.3.3_C,No,,,
03.3.4_C,No,,,
03.3.5_C,Yes,Direct,Polite,No
03.4.1_A,Yes,Direct,Begging,No
03.4.2_A,Yes,Direct,Begging,No
03.4.3_A,Yes,Direct,Begging,No
03.4.4_A,Yes,Direct,Polite,No
03.4.5_A,Yes,Direct,Begging,No
03.4.1_B,Yes,Direct,Begging,No
03.4.2_B,Yes,Direct,Begging,No
03.4.3_B,Yes,Direct,Begging,No
03.4.4_B,Yes,Direct,Begging,No
03.4.5_B,Yes,Direct,Begging,No
03.4.1_C,Yes,Direct,Begging,No
03.4.2_C,Yes,Direct,Begging,No
03.4.3_C,Yes,Direct,Begging,No
03.4.4_C,Yes,Direct,Begging,No
03.4.5_C,Yes,Direct,Polite,No
05.1.1_A,Yes,Leading,Verify,No
05.1.2_A,Yes,Leading,Verify,No
05.1.3_A,Yes,Leading,Verify,Yes
05.1.4_A,Yes,Leading,Verify,No
05.1.5_A,Yes,Leading,Verify,No
05.1.1_B,Yes,Leading,Verify,Yes
05.1.2_B,Yes,Leading,Verify,No
05.1.3_B,Yes,Leading,Verify,Yes
05.1.4_B,Yes,Leading,Verify,No
05.1.5_B,Yes,Leading,Verify,No
05.1.1_C,Yes,Leading,Verify,No
05.1.2_C,Yes,Leading,Verify,No
05.1.3_C,Yes,Leading,Verify,Yes
05.1.4_C,Yes,Leading,Verify,No
05.1.5_C,Yes,Leading,Verify,No
05.2.1_A,Yes,Leading,Verify,Yes
05.2.2_A,Yes,Leading,Verify,No
05.2.3_A,Yes,Leading,Verify,Yes
05.2.4_A,Yes,Leading,Verify,No
05.2.5_A,Yes,Leading,Verify,No
05.2.1_B,Yes,Leading,Verify,No
05.2.2_B,Yes,Leading,Verify,No
05.2.3_B,Yes,Leading,Verify,No
05.2.4_B,Yes,Leading,Verify,No
05.2.5_B,Yes,Leading,Verify,No
05.2.1_C,Yes,Leading,Verify,No
05.2.2_C,Yes,Leading,Verify,No
05.2.3_C,Yes,Leading,Verify,No
05.2.4_C,Yes,Leading,Verify,Yes
05.2.5_C,Yes,Leading,Verify,Yes
05.3.1_A,Yes,Leading,Verify,No
05.3.2_A,Yes,Leading,Verify,Yes
05.3.3_A,Yes,Leading,Verify,Yes
05.3.4_A,No,,,
05.3.5_A,No,,,
05.3.1_B,Yes,Leading,Verify,No
05.3.2_B,No,,,
05.3.3_B,Yes,Leading,Verify,Yes
05.3.4_B,No,,,
05.3.5_B,Yes,Leading,Verify,No
05.3.1_C,No,,,
05.3.2_C,No,,,
05.3.3_C,No,,,
05.3.4_C,No,,,
05.3.5_C,No,,,
05.4.1_A,Yes,Leading,Verify,No
05.4.2_A,Yes,Leading,Verify,No
05.4.3_A,Yes,Leading,Verify,No
05.4.4_A,Yes,Leading,Verify,No
05.4.5_A,Yes,Leading,Verify,No
05.4.1_B,Yes,Leading,Verify,No
05.4.2_B,Yes,Leading,Verify,No
05.4.3_B,Yes,Leading,Verify,No
05.4.4_B,Yes,Leading,Verify,No
05.4.5_B,Yes,Leading,Verify,Yes
05.4.1_C,Yes,Leading,Verify,No
05.4.2_C,Yes,Leading,Verify,No
05.4.3_C,Yes,Leading,Verify,No
05.4.4_C,Yes,Leading,Verify,No
05.4.5_C,Yes,Leading,Verify,No
06.1.1_A,Yes,Leading,Example,No
06.1.2_A,Yes,Leading,Example,No
06.1.3_A,Yes,Leading,Example,Yes
06.1.4_A,Yes,Leading,Example,No
06.1.5_A,Yes,Leading,Example,Yes
06.1.1_B,Yes,Leading,Example,No
06.1.2_B,Yes,Leading,Example,No
06.1.3_B,Yes,Leading,Example,No
06.1.4_B,Yes,Leading,Example,No
06.1.5_B,Yes,Leading,Example,Yes
06.1.1_C,Yes,Leading,Example,No
06.1.2_C,Yes,Leading,Example,No
06.1.3_C,Yes,Leading,Example,No
06.1.4_C,Yes,Leading,Example,No
06.1.5_C,Yes,Leading,Example,No
06.2.1_A,Yes,Leading,Verify,No
06.2.2_A,Yes,Leading,Example,No
06.2.3_A,Yes,Leading,Example,No
06.2.4_A,Yes,Leading,Example,No
06.2.5_A,Yes,Leading,Example,No
06.2.1_B,Yes,Leading,Example,Yes
06.2.2_B,Yes,Leading,Example,Yes
06.2.3_B,Yes,Leading,Example,Yes
06.2.4_B,Yes,Leading,Example,Yes
06.2.5_B,Yes,Leading,Example,Yes
06.2.1_C,Yes,Leading,Example,No
06.2.2_C,Yes,Leading,Example,Yes
06.2.3_C,Yes,Leading,Example,No
06.2.4_C,Yes,Leading,Example,No
06.2.5_C,Yes,Leading,Example,No
06.3.1_A,No,,,
06.3.2_A,Yes,Leading,Example,Yes
06.3.3_A,No,,,
06.3.4_A,Yes,Leading,Example,No
06.3.5_A,No,,,
06.3.1_B,No,,,
06.3.2_B,No,,,
06.3.3_B,No,,,
06.3.4_B,Yes,Leading,Example,Yes
06.3.5_B,No,,,
06.3.1_C,Yes,Leading,Example,No
06.3.2_C,Yes,Leading,Example,No
06.3.3_C,No,,,
06.3.4_C,No,,,
06.3.5_C,No,,,
06.4.1_A,Yes,Leading,Example,Yes
06.4.2_A,Yes,Leading,Example,No
06.4.3_A,Yes,Leading,Example,No
06.4.4_A,Yes,Leading,Example,No
06.4.5_A,Yes,Leading,Example,No
06.4.1_B,Yes,Leading,Example,Yes
06.4.2_B,Yes,Leading,Example,No
06.4.3_B,Yes,Leading,Example,Yes
06.4.4_B,Yes,Leading,Example,No
06.4.5_B,Yes,Leading,Example,Yes
06.4.1_C,Yes,Leading,Example,No
06.4.2_C,Yes,Leading,Example,No
06.4.3_C,Yes,Leading,Example,No
06.4.4_C,Yes,Leading,Example,No
06.4.5_C,Yes,Leading,Example,No
07.1.1_A,Yes,Leading,Unable,Yes
07.1.2_A,Yes,Leading,Unable,No
07.1.3_A,Yes,Leading,Unwilling,No
07.1.4_A,Yes,Leading,Unwilling,No
07.1.5_A,Yes,Leading,Unwilling,No
07.1.1_B,Yes,Leading,Unwilling,No
07.1.2_B,Yes,Leading,Unwilling,No
07.1.3_B,Yes,Leading,Unable,No
07.1.4_B,Yes,Leading,Unable,No
07.1.5_B,Yes,Leading,Unable,Yes
07.1.1_C,Yes,Direct,Polite,No
07.1.2_C,Yes,Leading,Unwilling,No
07.1.3_C,Yes,Leading,Unwilling,No
07.1.4_C,Yes,Leading,Unable,No
07.1.5_C,Yes,Leading,Unable,No
07.2.1_A,Yes,Leading,Unwilling,No
07.2.2_A,Yes,Leading,Unwilling,No
07.2.3_A,Yes,Leading,Unwilling,No
07.2.4_A,Yes,Leading,Unwilling,No
07.2.5_A,Yes,Leading,Unwilling,No
07.2.1_B,Yes,Leading,Unwilling,No
07.2.2_B,Yes,Leading,Unwilling,No
07.2.3_B,Yes,Leading,Unwilling,No
07.2.4_B,Yes,Leading,Unwilling,No
07.2.5_B,Yes,Leading,Unwilling,No
07.2.1_C,Yes,Leading,Unwilling,Yes
07.2.2_C,Yes,Leading,Unwilling,No
07.2.3_C,Yes,Leading,Unable,Yes
07.2.4_C,Yes,Leading,Unwilling,Yes
07.2.5_C,Yes,Leading,Verify,No
07.3.1_A,No,,,
07.3.2_A,No,,,
07.3.3_A,No,,,
07.3.4_A,Yes,Leading,Unable,No
07.3.5_A,No,,,
07.3.1_B,No,,,
07.3.2_B,No,,,
07.3.3_B,No,,,
07.3.4_B,No,,,
07.3.5_B,No,,,
07.3.1_C,Yes,Direct,Polite,No
07.3.2_C,Yes,Leading,Unwilling,No
07.3.3_C,No,,,
07.3.4_C,Yes,Leading,Unwilling,No
07.3.5_C,Yes,Leading,Unwilling,No
07.4.1_A,Yes,Leading,Unwilling,No
07.4.2_A,Yes,Direct,Polite,No
07.4.3_A,Yes,Leading,Unable,Yes
07.4.4_A,Yes,Leading,Unwilling,No
07.4.5_A,Yes,Leading,Unwilling,No
07.4.1_B,Yes,Leading,Unwilling,No
07.4.2_B,No,,,
07.4.3_B,Yes,Leading,Unwilling,No
07.4.4_B,Yes,Leading,Unwilling,No
07.4.5_B,Yes,Leading,Unable,No
07.4.1_C,Yes,Direct,Polite,No
07.4.2_C,Yes,Leading,Unwilling,No
07.4.3_C,Yes,Leading,Unwilling,No
07.4.4_C,Yes,Direct,Polite,No
07.4.5_C,Yes,Leading,Unable,No
08.1.1_A,Yes,Leading,Unable,Yes
08.1.2_A,Yes,Leading,Unable,Yes
08.1.3_A,Yes,Leading,Unable,No
08.1.4_A,Yes,Leading,Unable,Yes
08.1.5_A,Yes,Leading,Unable,Yes
08.1.1_B,Yes,Leading,Unable,No
08.1.2_B,Yes,Leading,Unable,No
08.1.3_B,Yes,Leading,Urgency,No
08.1.4_B,Yes,Leading,Urgency,No
08.1.5_B,Yes,Leading,Unable,No
08.1.1_C,Yes,Direct,Polite,No
08.1.2_C,Yes,Leading,Unable,No
08.1.3_C,Yes,Leading,Unable,No
08.1.4_C,Yes,Leading,Unable,No
08.1.5_C,Yes,Leading,Unable,No
08.2.1_A,Yes,Leading,Unable,Yes
08.2.2_A,Yes,Leading,Unable,No
08.2.3_A,Yes,Leading,Unable,No
08.2.4_A,Yes,Leading,Unable,No
08.2.5_A,Yes,Leading,Unable,No
08.2.1_B,Yes,Leading,Unable,No
08.2.2_B,No,,,
08.2.3_B,Yes,Leading,Unable,No
08.2.4_B,Yes,Leading,Unable,No
08.2.5_B,Yes,Leading,Unable,No
08.2.1_C,Yes,Direct,Polite,No
08.2.2_C,Yes,Leading,Unable,No
08.2.3_C,Yes,Leading,Unable,No
08.2.4_C,Yes,Leading,Unable,No
08.2.5_C,Yes,Leading,Unable,No
08.3.1_A,No,,,
08.3.2_A,No,,,
08.3.3_A,No,,,
08.3.4_A,No,,,
08.3.5_A,Yes,Leading,Unable,No
08.3.1_B,No,,,
08.3.2_B,Yes,Leading,Unable,No
08.3.3_B,No,,,
08.3.4_B,Yes,Leading,Unable,Yes
08.3.5_B,Yes,Leading,Unable,No
08.3.1_C,No,,,
08.3.2_C,Yes,Leading,Unable,No
08.3.3_C,Yes,Leading,Unable,No
08.3.4_C,Yes,Leading,Unable,No
08.3.5_C,Yes,Leading,Unable,No
08.4.1_A,Yes,Leading,Unable,No
08.4.2_A,Yes,Leading,Unable,Yes
08.4.3_A,Yes,Leading,Unable,No
08.4.4_A,Yes,Leading,Unable,No
08.4.5_A,Yes,Leading,Unable,No
08.4.1_B,Yes,Leading,Unable,No
08.4.2_B,Yes,Leading,Unable,No
08.4.3_B,Yes,Leading,Unable,No
08.4.4_B,Yes,Leading,Unable,No
08.4.5_B,Yes,Leading,Urgency,No
08.4.1_C,Yes,Leading,Unable,No
08.4.2_C,Yes,Leading,Unable,No
08.4.3_C,Yes,Leading,Unable,No
08.4.4_C,Yes,Leading,Unable,No
08.4.5_C,Yes,Leading,Urgency,No
09.1.1_A,Yes,Leading,Teacher,No
09.1.2_A,Yes,Leading,Teacher,No
09.1.3_A,Yes,Leading,Teacher,No
09.1.4_A,Yes,Leading,Teacher,No
09.1.5_A,Yes,Leading,Teacher,No
09.1.1_B,Yes,Leading,Teacher,Yes
09.1.2_B,Yes,Leading,Teacher,No
09.1.3_B,Yes,Leading,Teacher,No
09.1.4_B,Yes,Leading,Teacher,No
09.1.5_B,Yes,Leading,Teacher,No
09.1.1_C,Yes,Leading,Teacher,No
09.1.2_C,Yes,Leading,Teacher,No
09.1.3_C,Yes,Leading,Teacher,No
09.1.4_C,Yes,Leading,Teacher,No
09.1.5_C,Yes,Leading,Teacher,No
09.2.1_A,Yes,Leading,Teacher,Yes
09.2.2_A,Yes,Leading,Teacher,No
09.2.3_A,Yes,Leading,Teacher,No
09.2.4_A,Yes,Leading,Teacher,No
09.2.5_A,Yes,Leading,Teacher,No
09.2.1_B,Yes,Leading,Teacher,No
09.2.2_B,Yes,Leading,Teacher,Yes
09.2.3_B,Yes,Leading,Teacher,Yes
09.2.4_B,Yes,Leading,Teacher,No
09.2.5_B,Yes,Leading,Teacher,Yes
09.2.1_C,Yes,Leading,Teacher,No
09.2.2_C,Yes,Leading,Teacher,Yes
09.2.3_C,Yes,Leading,Verify,Yes
09.2.4_C,Yes,Leading,Teacher,Yes
09.2.5_C,Yes,Leading,Teacher,No
09.3.1_A,Yes,Leading,Teacher,No
09.3.2_A,Yes,Leading,Teacher,Yes
09.3.3_A,Yes,Leading,Teacher,No
09.3.4_A,Yes,Leading,Teacher,No
09.3.5_A,Yes,Leading,Teacher,No
09.3.1_B,Yes,Leading,Teacher,No
09.3.2_B,Yes,Leading,Teacher,No
09.3.3_B,Yes,Leading,Teacher,No
09.3.4_B,Yes,Leading,Teacher,No
09.3.5_B,Yes,Leading,Teacher,No
09.3.1_C,Yes,Leading,Teacher,No
09.3.2_C,Yes,Leading,Teacher,Yes
09.3.3_C,Yes,Leading,Teacher,No
09.3.4_C,Yes,Leading,Teacher,No
09.3.5_C,Yes,Leading,Teacher,No
09.4.1_A,Yes,Leading,Teacher,No
09.4.2_A,Yes,Leading,Teacher,No
09.4.3_A,Yes,Leading,Teacher,No
09.4.4_A,Yes,Leading,Teacher,No
09.4.5_A,Yes,Leading,Teacher,No
09.4.1_B,Yes,Leading,Teacher,No
09.4.2_B,Yes,Leading,Teacher,Yes
09.4.3_B,Yes,Leading,Teacher,No
09.4.4_B,Yes,Leading,Teacher,No
09.4.5_B,Yes,Leading,Teacher,No
09.4.1_C,Yes,Leading,Teacher,No
09.4.2_C,Yes,Leading,Teacher,No
09.4.3_C,Yes,Leading,Teacher,No
09.4.4_C,Yes,Leading,Teacher,No
09.4.5_C,Yes,Leading,Teacher,No
10.1.1_A,Yes,Leading,Urgency,No
10.1.2_A,Yes,Leading,Urgency,Yes
10.1.3_A,Yes,Leading,Urgency,No
10.1.4_A,Yes,Leading,Urgency,No
10.1.5_A,Yes,Leading,Urgency,Yes
10.1.1_B,Yes,Leading,Urgency,No
10.1.2_B,Yes,Leading,Urgency,No
10.1.3_B,Yes,Leading,Urgency,No
10.1.4_B,Yes,Leading,Urgency,No
10.1.5_B,Yes,Leading,Urgency,No
10.1.1_C,Yes,Leading,Urgency,No
10.1.2_C,Yes,Leading,Urgency,No
10.1.3_C,Yes,Leading,Urgency,Yes
10.1.4_C,Yes,Leading,Urgency,No
10.1.5_C,Yes,Leading,Urgency,No
10.2.1_A,Yes,Leading,Urgency,No
10.2.2_A,Yes,Leading,Urgency,No
10.2.3_A,Yes,Leading,Urgency,No
10.2.4_A,No,,,
10.2.5_A,No,,,
10.2.1_B,Yes,Leading,Urgency,No
10.2.2_B,Yes,Leading,Urgency,Yes
10.2.3_B,Yes,Leading,Urgency,No
10.2.4_B,Yes,Leading,Urgency,No
10.2.5_B,Yes,Leading,Urgency,No
10.2.1_C,Yes,Leading,Urgency,Yes
10.2.2_C,Yes,Leading,Urgency,Yes
10.2.3_C,Yes,Leading,Urgency,Yes
10.2.4_C,Yes,Leading,Urgency,No
10.2.5_C,Yes,Leading,Urgency,Yes
10.3.1_A,Yes,Leading,Urgency,No
10.3.2_A,No,,,
10.3.3_A,Yes,Leading,Urgency,No
10.3.4_A,Yes,Leading,Urgency,No
10.3.5_A,Yes,Leading,Urgency,No
10.3.1_B,Yes,Leading,Urgency,No
10.3.2_B,Yes,Leading,Urgency,No
10.3.3_B,Yes,Leading,Urgency,No
10.3.4_B,No,,,
10.3.5_B,Yes,Leading,Urgency,No
10.3.1_C,Yes,Leading,Urgency,No
10.3.2_C,Yes,Leading,Urgency,Yes
10.3.3_C,Yes,Leading,Urgency,No
10.3.4_C,Yes,Leading,Urgency,No
10.3.5_C,Yes,Leading,Urgency,No
10.4.1_A,Yes,Leading,Urgency,No
10.4.2_A,Yes,Leading,Urgency,No
10.4.3_A,Yes,Leading,Urgency,No
10.4.4_A,Yes,Leading,Urgency,No
10.4.5_A,Yes,Leading,Urgency,No
10.4.1_B,Yes,Leading,Urgency,No
10.4.2_B,Yes,Leading,Urgency,No
10.4.3_B,Yes,Leading,Urgency,No
10.4.4_B,Yes,Leading,Urgency,No
10.4.5_B,Yes,Leading,Urgency,No
10.4.1_C,Yes,Leading,Urgency,No
10.4.2_C,Yes,Leading,Urgency,No
10.4.3_C,Yes,Leading,Urgency,No
10.4.4_C,Yes,Leading,Urgency,No
10.4.5_C,Yes,Leading,Urgency,No
11.1.1_A,Yes,Leading,Emotion,No
11.1.2_A,Yes,Leading,Emotion,No
11.1.3_A,Yes,Leading,Emotion,No
11.1.4_A,Yes,Leading,Emotion,No
11.1.5_A,Yes,Leading,Unable,No
11.1.1_B,Yes,Leading,Emotion,No
11.1.2_B,Yes,Leading,Emotion,No
11.1.3_B,Yes,Leading,Emotion,No
11.1.4_B,Yes,Leading,Emotion,No
11.1.5_B,Yes,Leading,Emotion,No
11.1.1_C,Yes,Leading,Emotion,No
11.1.2_C,Yes,Leading,Emotion,No
11.1.3_C,Yes,Leading,Emotion,No
11.1.4_C,Yes,Leading,Emotion,No
11.1.5_C,Yes,Leading,Emotion,No
11.2.1_A,Yes,Leading,Emotion,No
11.2.2_A,Yes,Leading,Emotion,No
11.2.3_A,Yes,Leading,Emotion,No
11.2.4_A,Yes,Leading,Emotion,No
11.2.5_A,Yes,Leading,Emotion,No
11.2.1_B,Yes,Leading,Emotion,No
11.2.2_B,Yes,Leading,Emotion,No
11.2.3_B,Yes,Leading,Unable,No
11.2.4_B,Yes,Leading,Emotion,No
11.2.5_B,Yes,Leading,Emotion,No
11.2.1_C,Yes,Direct,Begging,No
11.2.2_C,Yes,Leading,Emotion,No
11.2.3_C,Yes,Leading,Unable,No
11.2.4_C,Yes,Leading,Emotion,No
11.2.5_C,Yes,Leading,Emotion,No
11.3.1_A,Yes,Leading,Emotion,No
11.3.2_A,Yes,Leading,Emotion,No
11.3.3_A,Yes,Leading,Emotion,No
11.3.4_A,Yes,Leading,Emotion,No
11.3.5_A,No,,,
11.3.1_B,No,,,
11.3.2_B,No,,,
11.3.3_B,Yes,Leading,Emotion,No
11.3.4_B,No,,,
11.3.5_B,Yes,Leading,Unable,No
11.3.1_C,Yes,Leading,Emotion,No
11.3.2_C,Yes,Leading,Emotion,No
11.3.3_C,Yes,Leading,Emotion,No
11.3.4_C,No,,,
11.3.5_C,Yes,Leading,Emotion,Yes
11.4.1_A,Yes,Leading,Emotion,No
11.4.2_A,Yes,Leading,Emotion,No
11.4.3_A,Yes,Leading,Emotion,No
11.4.4_A,Yes,Leading,Emotion,No
11.4.5_A,Yes,Leading,Emotion,No
11.4.1_B,Yes,Leading,Emotion,No
11.4.2_B,Yes,Leading,Emotion,No
11.4.3_B,Yes,Direct,Begging,No
11.4.4_B,Yes,Leading,Emotion,No
11.4.5_B,Yes,Leading,Emotion,No
11.4.1_C,Yes,Leading,Emotion,No
11.4.2_C,Yes,Leading,Emotion,No
11.4.3_C,Yes,Leading,Emotion,No
11.4.4_C,Yes,Leading,Emotion,No
11.4.5_C,Yes,Leading,Emotion,No
13.1.1_A,Yes,Prompt,Meta,No
13.1.2_A,Yes,Prompt,Meta,No
13.1.3_A,Yes,Prompt,Meta,No
13.1.4_A,Yes,Prompt,Meta,No
13.1.5_A,Yes,Prompt,Meta,No
13.1.1_B,Yes,Prompt,Meta,No
13.1.2_B,Yes,Prompt,Meta,Yes
13.1.3_B,Yes,Prompt,Meta,Yes
13.1.4_B,Yes,Prompt,Meta,No
13.1.5_B,Yes,Prompt,Meta,No
13.1.1_C,Yes,Prompt,Meta,No
13.1.2_C,Yes,Prompt,Meta,No
13.1.3_C,Yes,Prompt,Meta,No
13.1.4_C,Yes,Prompt,Meta,No
13.1.5_C,Yes,Prompt,Meta,No
13.2.1_A,Yes,Prompt,Meta,No
13.2.2_A,Yes,Prompt,Meta,No
13.2.3_A,Yes,Prompt,Meta,No
13.2.4_A,Yes,Prompt,Meta,No
13.2.5_A,Yes,Prompt,Meta,No
13.2.1_B,Yes,Prompt,Meta,No
13.2.2_B,Yes,Prompt,Meta,No
13.2.3_B,Yes,Prompt,Meta,No
13.2.4_B,Yes,Prompt,Meta,No
13.2.5_B,Yes,Prompt,Meta,No
13.2.1_C,Yes,Prompt,Meta,No
13.2.2_C,Yes,Prompt,Meta,Yes
13.2.3_C,Yes,Prompt,Meta,Yes
13.2.4_C,Yes,Prompt,Meta,No
13.2.5_C,Yes,Prompt,Meta,No
13.3.1_A,Yes,Prompt,Meta,No
13.3.2_A,Yes,Prompt,Meta,No
13.3.3_A,Yes,Prompt,Meta,No
13.3.4_A,Yes,Prompt,Meta,No
13.3.5_A,Yes,Prompt,Meta,No
13.3.1_B,Yes,Prompt,Meta,No
13.3.2_B,Yes,Prompt,Meta,Yes
13.3.3_B,Yes,Prompt,Meta,Yes
13.3.4_B,Yes,Prompt,Meta,Yes
13.3.5_B,Yes,Prompt,Meta,No
